"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"GNB1",4.10682456005612e-24,-1.18172581090637,0.104,0.531,4.2296186144018e-20
"CALD1",4.53626506598197e-24,-5.87631088598382,0.003,0.273,4.67189939145483e-20
"ARF4",4.59187335584856e-24,-1.37357502056514,0.168,0.65,4.72917036918843e-20
"ANKRD65",4.93968731520972e-24,-4.65660701611834,0.003,0.273,5.08738396593449e-20
"DPYSL2",5.75011386134541e-24,-3.91652747418333,0.017,0.312,5.92204226579964e-20
"CRACR2B",6.37951369236869e-24,-3.86420814005531,0.006,0.281,6.57026115177051e-20
"DNAJC10",6.50498567463307e-24,-2.31239893172259,0.029,0.346,6.6994847463046e-20
"CD8B",6.74575120787506e-24,7.46025084446295,0.353,0.019,6.94744916899052e-20
"CCDC47",7.63724358023883e-24,-1.14655873248727,0.069,0.45,7.86559716328797e-20
"CAPRIN1",7.80741158004463e-24,-1.41193213987577,0.046,0.392,8.04085318628796e-20
"EFNB2",8.00815725494369e-24,-8.92578152788505,0,0.262,8.24760115686651e-20
"C11orf1",8.5814615391666e-24,-1.97182194910839,0.026,0.338,8.83804723918768e-20
"DLGAP4",8.5814615391666e-24,-1.94027825122631,0.026,0.338,8.83804723918768e-20
"ATP6AP1",9.51280164250511e-24,-1.37206178979242,0.095,0.504,9.79723441161601e-20
"FAM210B",1.1327218483139e-23,-2.4623651786183,0.032,0.35,1.16659023157849e-19
"ADAM9",1.17952046325859e-23,-2.89501496483907,0.017,0.312,1.21478812511002e-19
"AIG1",1.29979315254122e-23,-1.88109982252915,0.038,0.365,1.3386569678022e-19
"CCT5",1.7172452880273e-23,-1.52090038805415,0.133,0.565,1.76859092213931e-19
"C5orf38",1.85152852121692e-23,-9.24455321366917,0,0.258,1.90688922400131e-19
"GLTSCR2",1.96253897191875e-23,1.2375163209986,0.806,0.773,2.02121888717912e-19
"DERA",2.03193138932803e-23,-1.83287997340342,0.026,0.335,2.09268613786894e-19
"CREB3",2.12731210751417e-23,-1.47513836441248,0.04,0.373,2.19091873952884e-19
"ANAPC13",2.3940817112839e-23,-1.38903853034935,0.072,0.446,2.46566475445129e-19
"HINT2",2.54920327844116e-23,-1.48552213828393,0.11,0.527,2.62542445646655e-19
"HIST1H1C",2.6320297288529e-23,-1.99669221135422,0.072,0.438,2.7107274177456e-19
"CAMTA1",2.64020688167034e-23,-1.51076611528346,0.113,0.531,2.71914906743228e-19
"ABHD11",2.69434480582801e-23,-2.79146121851618,0.017,0.308,2.77490571552226e-19
"CHMP5",2.80502995928458e-23,-1.20252080896628,0.13,0.569,2.88890035506719e-19
"HACD3",2.83065731163374e-23,-2.05804614872953,0.04,0.369,2.91529396525159e-19
"CXCL16",3.22018168718671e-23,-2.32473384457664,0.017,0.308,3.31646511963359e-19
"CREB3L2",3.5390868376508e-23,-1.69817273667376,0.035,0.354,3.64490553409656e-19
"GDE1",3.73808720350952e-23,-1.33061974763463,0.075,0.45,3.84985601089445e-19
"GNLY",3.76972588837811e-23,6.17873899503013,0.46,0.127,3.88244069244062e-19
"ACBD3",3.81401305341798e-23,-1.2403134138365,0.049,0.392,3.92805204371518e-19
"AHCYL1",4.13445141343796e-23,-1.20584350922984,0.052,0.4,4.25807151069976e-19
"CAPN1",4.14272132742046e-23,-1.70108506213772,0.13,0.542,4.26658869511033e-19
"FEZ2",4.14834921553693e-23,-1.36792709880473,0.061,0.419,4.27238485708148e-19
"ABL2",4.4233629867701e-23,-3.6881188071882,0.012,0.288,4.55562154007453e-19
"APOPT1",4.46779598437637e-23,-1.49001645831475,0.072,0.442,4.60138308430922e-19
"ATP6V1D",4.5933409953809e-23,-1.35260548897594,0.081,0.465,4.73068189114279e-19
"GOLPH3L",4.72311720954414e-23,-2.96470859728091,0.009,0.281,4.86433841410951e-19
"FHL2",5.44617003833362e-23,-6.03516927558551,0.003,0.262,5.6090105224798e-19
"GAPDH",5.54917082986463e-23,-1.12922322442563,0.91,0.942,5.71509103767758e-19
"ADIPOR1",5.86538836628406e-23,-1.16480982284477,0.081,0.465,6.04076347843596e-19
"COA6",6.04516407601748e-23,-1.409092784733,0.058,0.412,6.2259144818904e-19
"AP3D1",6.10927234433831e-23,-1.63066605952277,0.058,0.408,6.29193958743402e-19
"EIF3B",6.41140868178525e-23,-1.49538614746682,0.064,0.423,6.60310980137062e-19
"FASN",6.57015089287119e-23,-2.54196350280723,0.014,0.296,6.76659840456804e-19
"FAM207A",6.87502081926344e-23,-1.68971673405562,0.046,0.381,7.08058394175942e-19
"HIF1A",7.1231204911212e-23,-1.66561673472823,0.064,0.419,7.33610179380573e-19
"HN1L",7.21371729110691e-23,-2.47298121761442,0.02,0.312,7.42940743811101e-19
"COA4",7.27453968607265e-23,-1.28135772955558,0.098,0.5,7.49204842268623e-19
"BAG3",7.43661575469588e-23,-2.67970982722173,0.02,0.312,7.65897056576129e-19
"HGS",7.65876180968559e-23,-1.83687755494865,0.032,0.342,7.88775878779519e-19
"CXCL8",7.70646971999733e-23,-2.79337999359091,0.046,0.369,7.93689316462525e-19
"GIMAP7",9.37478919800714e-23,3.49801647586472,0.384,0.042,9.65509539502755e-19
"ALDOA",9.81430160304468e-23,-1.38569835586812,0.621,0.865,1.01077492209757e-18
"CP",9.81987096209621e-23,-10.2487230558609,0,0.25,1.01134851038629e-18
"CCDC64B",9.81991560317305e-23,-8.66933891526797,0,0.25,1.01135310797079e-18
"BOLA3",1.18736278725089e-22,-1.40538650320533,0.098,0.488,1.22286493458969e-18
"GNG2",1.24819090848064e-22,6.11599324907707,0.338,0.019,1.28551181664421e-18
"CNDP2",1.28593514729417e-22,-1.82871331657464,0.055,0.396,1.32438460819826e-18
"BASP1",1.33870509448834e-22,-5.40022185086901,0.003,0.258,1.37873237681354e-18
"ASRGL1",1.36153176913097e-22,-5.50965443164653,0.003,0.258,1.40224156902798e-18
"EXOSC4",1.40465141819483e-22,-2.70704751082129,0.017,0.3,1.44665049559886e-18
"ATL3",1.82047832387148e-22,-2.03132499357606,0.023,0.315,1.87491062575524e-18
"ABHD17C",2.25267169983663e-22,-8.62556241876388,0,0.246,2.32002658366174e-18
"EHD2",2.25267169983663e-22,-8.8899534390604,0,0.246,2.32002658366174e-18
"H2AFJ",2.44947704946704e-22,-1.21988493667703,0.142,0.569,2.5227164132461e-18
"FBP1",2.55398238786398e-22,-1.81831666615638,0.046,0.373,2.63034646126111e-18
"CNPY2",2.65198652034422e-22,-1.35300967396514,0.168,0.619,2.73128091730251e-18
"DPM2",2.71751184828179e-22,-1.25971075686554,0.055,0.396,2.79876545254541e-18
"ARHGEF35",2.99024474597393e-22,-5.57313450617178,0.003,0.254,3.07965306387855e-18
"FNDC3B",2.99432402856325e-22,-1.80715276662001,0.046,0.373,3.08385431701729e-18
"ACOX1",3.13261440452638e-22,-2.63795763397562,0.017,0.296,3.22627957522172e-18
"GCA",3.52860827620995e-22,-2.50696937086097,0.017,0.296,3.63411366366863e-18
"AC092580.4",3.57247494527892e-22,7.56563476471337,0.315,0.008,3.67929194614276e-18
"GNB2",3.67614321896459e-22,-1.17025664636096,0.228,0.715,3.78605990121163e-18
"CANT1",4.03162823335253e-22,-2.47695368768221,0.02,0.304,4.15217391752977e-18
"CCNG2",4.27778370854957e-22,-2.11924811153623,0.023,0.312,4.4056894414352e-18
"GIMAP4",4.29293486981175e-22,3.60584665251808,0.382,0.05,4.42129362241913e-18
"COPB2",4.42395939489544e-22,-1.67566925699243,0.055,0.388,4.55623578080281e-18
"APOBEC3G",4.74065058391685e-22,4.80055637014345,0.399,0.073,4.88239603637597e-18
"DTX2",5.03670077723157e-22,-3.74997043984022,0.009,0.269,5.1872981304708e-18
"ERLEC1",5.66063003074206e-22,-1.09425007673574,0.084,0.462,5.82988286866125e-18
"DDAH2",6.97729798027379e-22,-1.68164365379203,0.069,0.419,7.18591918988398e-18
"BCAR1",7.24794242108802e-22,-4.84629545472193,0.003,0.25,7.46465589947855e-18
"CTD-2015H6.3",7.24797360425799e-22,-4.68979632571937,0.003,0.25,7.46468801502531e-18
"EBNA1BP2",7.39074316419256e-22,-1.5084823975133,0.061,0.404,7.61172638480192e-18
"C7orf50",7.44156404024835e-22,-1.45504636054536,0.153,0.581,7.66406680505178e-18
"CDC42EP4",7.49616919616553e-22,-3.93676947184535,0.003,0.25,7.72030465513088e-18
"ECE1",7.70822570721565e-22,-2.24599128817036,0.029,0.323,7.9387016558614e-18
"B4GALT7",7.90455137879385e-22,-2.21725472999173,0.026,0.315,8.14089746501978e-18
"AIDA",8.32254575159201e-22,-1.51740569144019,0.046,0.369,8.57138986956461e-18
"C1orf35",8.37978475724537e-22,-1.50355842782731,0.066,0.415,8.63034032148701e-18
"EIF6",8.55826546792282e-22,-1.42412617743405,0.162,0.592,8.81415760541371e-18
"CFL1",8.6036561428812e-22,0.80557584930481,0.962,0.888,8.86090546155335e-18
"CPE",9.09998723270103e-22,-4.34734872123803,0.006,0.258,9.37207685095879e-18
"FKBP3",9.89538101021219e-22,-1.57870761280737,0.095,0.469,1.01912529024175e-17
"GOLGA3",1.03590621058906e-21,-1.83184916326616,0.026,0.315,1.06687980628567e-17
"CTSL",1.0667255249801e-21,-1.90269153294529,0.043,0.358,1.09862061817701e-17
"CDS1",1.17627287752236e-21,-8.51291953266767,0,0.238,1.21144343656028e-17
"ECI1",1.18772475389737e-21,-2.15573499027806,0.023,0.308,1.2232377240389e-17
"ALKBH7",1.29185229698557e-21,-1.12197166467458,0.13,0.55,1.33047868066543e-17
"HDAC2",1.35107619865437e-21,-1.66908587244633,0.046,0.365,1.39147337699413e-17
"FAM174B",1.6939293103608e-21,-3.33863335515997,0.003,0.246,1.74457779674059e-17
"GPR160",1.70821838615801e-21,-4.40378476025052,0.003,0.246,1.75929411590414e-17
"ARL1",1.84131240633443e-21,-1.49907863359389,0.069,0.415,1.89636764728383e-17
"CLSTN1",1.89240390659714e-21,-1.05374547837309,0.052,0.381,1.9489867834044e-17
"GALNT3",2.1446788129519e-21,-2.26746834028828,0.017,0.288,2.20880470945916e-17
"DNAJC21",2.20879679569388e-21,-1.36660709023393,0.046,0.365,2.27483981988513e-17
"C1orf53",2.22832649814759e-21,-3.39091090540937,0.006,0.254,2.2949534604422e-17
"GORASP2",2.22908752776878e-21,-1.45019853288675,0.058,0.392,2.29573724484907e-17
"DUS1L",2.25756332216428e-21,-1.75122925771479,0.032,0.327,2.32506446549699e-17
"FAM229B",2.30233865544395e-21,-3.92313543385734,0.009,0.262,2.37117858124172e-17
"EPRS",2.42740570046942e-21,-1.95658970362806,0.04,0.346,2.49998513091345e-17
"ELL2",2.45144864693049e-21,-1.60319437224541,0.02,0.296,2.52474696147371e-17
"ENO1",2.46902454014075e-21,-1.48858922597005,0.543,0.831,2.54284837389096e-17
"CDKN1A",2.66146543869188e-21,-1.71757831046509,0.064,0.4,2.74104325530876e-17
"BCAP29",2.6739577972765e-21,-1.37955993262689,0.038,0.342,2.75390913541507e-17
"CREB3L1",2.67755913430205e-21,-8.94704298041356,0,0.235,2.75761815241768e-17
"FAM136A",3.23408380726796e-21,-1.46828262247175,0.069,0.415,3.33078291310527e-17
"CPNE3",3.33869773532153e-21,-0.798779562590333,0.069,0.419,3.43852479760765e-17
"ALG3",3.94130071461435e-21,-1.63705604646906,0.049,0.365,4.05914560598132e-17
"CCDC6",4.75350511647389e-21,-2.00019896947692,0.026,0.308,4.89563491945646e-17
"EMC8",4.76202546356395e-21,-1.60170463662017,0.035,0.331,4.90441002492451e-17
"CISD1",4.76222478738457e-21,-1.58293362926925,0.087,0.446,4.90461530852737e-17
"FSCN1",4.92457058367497e-21,-4.36484126550779,0.009,0.258,5.07181524412685e-17
"DCTPP1",4.96484094087643e-21,-1.51138157770831,0.049,0.365,5.11328968500863e-17
"DARS",5.10803117438312e-21,-1.12760856646464,0.087,0.454,5.26076130649717e-17
"GSTZ1",5.69038381187351e-21,-3.77958032364881,0.009,0.258,5.86052628784853e-17
"ADGRF1",6.0794096112852e-21,-8.90734103935335,0,0.231,6.26118395866263e-17
"CRLS1",7.40626832905926e-21,-1.44353057089606,0.043,0.35,7.62771575209813e-17
"APOD",7.76339405279069e-21,-6.04206463916811,0.003,0.238,7.99551953496913e-17
"DPY19L1",7.86690671327696e-21,-2.54105116406764,0.012,0.265,8.10212722400394e-17
"CTSD",7.88791799265647e-21,-1.44004280159753,0.474,0.815,8.1237667406369e-17
"ATRAID",8.11948836872729e-21,-1.06606894220958,0.199,0.654,8.36226107095223e-17
"GLRX3",8.49285055611404e-21,-1.22963180887645,0.101,0.481,8.74678678774185e-17
"ATN1",9.60807893183948e-21,-2.07797913875611,0.017,0.281,9.89536049190148e-17
"ALDH6A1",1.08842150541595e-20,-3.88035868522824,0.006,0.246,1.12096530842789e-16
"CDK16",1.14089322601228e-20,-1.94278584336377,0.029,0.312,1.17500593347005e-16
"AZIN1",1.2041719522224e-20,-0.939012748842054,0.081,0.438,1.24017669359385e-16
"BCAP31",1.2903954576544e-20,-1.21328227847571,0.234,0.696,1.32897828183827e-16
"HDGF",1.41485943847965e-20,-1.69643486341065,0.061,0.385,1.45716373569019e-16
"HACD2",1.4474566728325e-20,-2.91987794419044,0.009,0.254,1.49073562735019e-16
"ESYT2",1.52991702597602e-20,-1.34133470029089,0.046,0.354,1.5756615450527e-16
"EIF2AK1",1.69590998091074e-20,-1.1616181091606,0.081,0.435,1.74661768933997e-16
"ECHDC2",1.87216782045456e-20,-1.40737326448439,0.04,0.338,1.92814563828615e-16
"ALDH3A2",1.96005909887023e-20,-1.90291093753498,0.035,0.323,2.01866486592645e-16
"EMC2",2.09342059510574e-20,-1.92156720035256,0.032,0.315,2.1560138708994e-16
"BCR",2.59518025076259e-20,-1.86632890927832,0.023,0.292,2.67277614026039e-16
"CSRP1",3.09634501188713e-20,-1.09029943168454,0.087,0.442,3.18892572774256e-16
"AK4",3.11030375629461e-20,-8.26401132342903,0,0.223,3.20330183860782e-16
"EPHA2",3.11030375629461e-20,-8.60926730945226,0,0.223,3.20330183860782e-16
"ANK3",3.25599381852123e-20,-3.08560670364048,0.009,0.25,3.35334803369502e-16
"CCDC57",3.55545759269801e-20,-1.23791047467585,0.072,0.412,3.66176577471969e-16
"COA5",3.56829450853687e-20,-1.01570444435302,0.064,0.392,3.67498651434212e-16
"CNP",3.65917893163549e-20,-2.11883835731405,0.061,0.381,3.76858838169139e-16
"C12orf49",4.06043669080948e-20,-1.53398871032647,0.04,0.335,4.18184374786468e-16
"HBEGF",4.06208898072612e-20,-5.4415972606434,0.003,0.231,4.18354544124983e-16
"CMBL",4.30631707697525e-20,-4.73730595824447,0.003,0.231,4.43507595757681e-16
"CDC42BPB",4.41537823854384e-20,-4.03598625899722,0.003,0.231,4.5473980478763e-16
"CERS6",4.573130759794e-20,-2.34743397213709,0.014,0.265,4.70986736951184e-16
"EPN1",4.98953116307546e-20,-1.07997700613017,0.061,0.385,5.13871814485142e-16
"CYB5R3",5.11705582241561e-20,-1.14576369154855,0.075,0.415,5.27005579150583e-16
"CAPS",5.2637350060941e-20,-5.21048880051551,0.006,0.238,5.42112068277631e-16
"BCL2L1",5.26936939926194e-20,-1.07001358394927,0.069,0.404,5.42692354429987e-16
"DNAJB2",5.36615044232437e-20,-1.01312488558778,0.069,0.404,5.52659834054986e-16
"FAM162A",6.54357482213517e-20,-1.15119411862804,0.136,0.538,6.73922770931701e-16
"ETFB",6.71498806901206e-20,-1.00996619145218,0.162,0.588,6.91576621227552e-16
"HIPK2",6.94943183624331e-20,-1.21023379345568,0.052,0.362,7.15721984814699e-16
"COQ4",6.99401612481724e-20,-1.11873628643528,0.052,0.362,7.20313720694927e-16
"DNAJC12",7.00863462376694e-20,-8.63137565006087,0,0.219,7.21819279901758e-16
"FAM83H",7.00863462376694e-20,-8.41535952863088,0,0.219,7.21819279901758e-16
"CPD",7.43399249193267e-20,-1.69809022649641,0.052,0.358,7.65626886744146e-16
"EEF1A1",7.84877647559233e-20,0.557240503724366,0.997,0.981,8.08345489221254e-16
"CLU",8.04679067254354e-20,-3.68842966465862,0.043,0.327,8.28738971365259e-16
"CHI3L1",8.13438849572426e-20,-7.01376066755397,0.003,0.227,8.37760671174641e-16
"C1orf43",8.16526782403674e-20,-0.98333438223871,0.179,0.619,8.40940933197543e-16
"ATP5G1",8.32285395410014e-20,-1.12587871615537,0.162,0.585,8.57170728732774e-16
"CYP1B1",8.62315247932859e-20,-6.29870170496513,0.003,0.227,8.88098473846051e-16
"HIP1",8.64534750811013e-20,-2.64217911666766,0.017,0.269,8.90384339860262e-16
"CEP350",8.84489316224848e-20,-1.50189009360553,0.043,0.338,9.10935546779971e-16
"DPYSL3",9.68939656889364e-20,-4.97018515865095,0.003,0.227,9.97910952630356e-16
"DYNLL2",9.75536067480368e-20,-1.14888381088888,0.066,0.392,1.00470459589803e-15
"GAA",1.0779079833608e-19,-2.00627259689263,0.026,0.292,1.11013743206329e-15
"FOXP4",1.09917923272241e-19,-1.98811659752316,0.014,0.262,1.13204469178081e-15
"ADM",1.10736223853932e-19,-4.96606380537017,0.006,0.235,1.14047236947165e-15
"AIMP2",1.1138154064032e-19,-2.05080947053274,0.023,0.285,1.14711848705466e-15
"EIF2AK4",1.12382543063461e-19,-2.21119017696675,0.017,0.269,1.15742781101058e-15
"G0S2",1.19186446711062e-19,-4.27064626499606,0.012,0.25,1.22750121467723e-15
"CLDN12",1.25085913429307e-19,-3.85538620281127,0.006,0.235,1.28825982240843e-15
"CHID1",1.35518795866348e-19,-0.89531318159757,0.066,0.392,1.39570807862751e-15
"GTF2H5",1.36721994797173e-19,-0.9995391593811,0.11,0.488,1.40809982441608e-15
"ERGIC3",1.4226531670686e-19,-1.07424111120756,0.228,0.677,1.46519049676395e-15
"HMGA1",1.47727025041439e-19,-1.46733428978307,0.162,0.565,1.52144063090178e-15
"GRB7",1.57535521757888e-19,-8.26533666994745,0,0.215,1.62245833858449e-15
"HID1",1.57535521757888e-19,-8.50441280522181,0,0.215,1.62245833858449e-15
"COX5B",1.74078920760134e-19,-1.05081692796417,0.506,0.858,1.79283880490862e-15
"AGPAT3",1.96071940119076e-19,-2.06055903474954,0.012,0.25,2.01934491128637e-15
"FAM120AOS",1.98619945870894e-19,-1.0374809697873,0.049,0.35,2.04558682252434e-15
"DRAM1",2.12533452161426e-19,-2.72013887737102,0.017,0.265,2.18888202381052e-15
"FUCA2",2.13256261207075e-19,-2.19586746493597,0.026,0.288,2.19632623417167e-15
"DHRS3",2.34832584949838e-19,-1.7015246127302,0.061,0.369,2.41854079239838e-15
"CLINT1",2.42018767614016e-19,-1.29079551475941,0.064,0.381,2.49255128765675e-15
"CHD4",2.60563100990606e-19,-0.656038326520069,0.101,0.469,2.68353937710225e-15
"FIS1",2.61074153760832e-19,-1.16508067555925,0.251,0.704,2.68880270958281e-15
"CXCL1",2.68951763985188e-19,-4.30082273882094,0.006,0.231,2.76993421728345e-15
"ABHD2",2.74061815959203e-19,-1.13480048833523,0.035,0.312,2.82256264256383e-15
"ABI2",2.83305401862601e-19,-1.74301544692293,0.026,0.288,2.91776233378293e-15
"COPZ1",3.0688317746184e-19,-1.00506852666013,0.168,0.596,3.16058984467949e-15
"DYNLL1",3.16201958487461e-19,-1.10622550617411,0.439,0.846,3.25656397046236e-15
"DSC2",3.53218989736133e-19,-8.36872017714726,0,0.212,3.63780237529243e-15
"ELMO3",3.53218989736133e-19,-8.06547621110198,0,0.212,3.63780237529243e-15
"AQP5",3.92364293299758e-19,-6.86249006247922,0.003,0.219,4.0409598566942e-15
"GADD45GIP1",4.79020400365165e-19,-1.03250914743495,0.24,0.7,4.93343110336084e-15
"FCGR3A",4.80465107952811e-19,6.03295946351834,0.327,0.042,4.948310146806e-15
"CS",4.92773367960319e-19,-2.21217069575325,0.02,0.269,5.07507291662332e-15
"BSPRY",5.03268426775337e-19,-4.45599910340892,0.003,0.219,5.1831615273592e-15
"CEP170B",5.03268426775337e-19,-4.25489578108716,0.003,0.219,5.1831615273592e-15
"DNALI1",5.03268426775337e-19,-4.0501944156619,0.003,0.219,5.1831615273592e-15
"BCKDK",5.11666953908253e-19,-1.8688671151662,0.029,0.292,5.2696579583011e-15
"COX17",5.1211182839819e-19,-1.09031911387949,0.197,0.635,5.27423972067296e-15
"CREM",5.59985072846463e-19,4.79859356740489,0.474,0.204,5.76728626524573e-15
"DICER1",5.70280980608323e-19,-1.84624898506381,0.02,0.269,5.87332381928512e-15
"FAM234A",5.87167889344301e-19,-1.93946233995843,0.02,0.269,6.04724209235696e-15
"C10orf10",7.90016541848212e-19,-9.44080592345245,0,0.208,8.13638036449474e-15
"CAMK2N1",8.77242413924575e-19,-2.83499179996345,0.02,0.265,9.03471962100919e-15
"GALNT2",8.90448268562688e-19,-0.774428121133876,0.049,0.342,9.17072671792712e-15
"ECHS1",1.02269605148249e-18,-1.00604793795802,0.124,0.504,1.05327466342182e-14
"G6PC3",1.1366932520168e-18,-2.37282626072208,0.017,0.258,1.1706803802521e-14
"HOOK3",1.15918382421179e-18,-1.1842770283868,0.069,0.385,1.19384342055573e-14
"ENDOD1",1.1826943633784e-18,-2.12413835582598,0.02,0.265,1.21805692484341e-14
"ATP6V1C1",1.261920750158e-18,-1.84562997139446,0.023,0.273,1.29965218058773e-14
"ACSL1",1.27443448496992e-18,-1.62119289773958,0.026,0.281,1.31254007607052e-14
"EREG",1.37941883306255e-18,-4.02400871756689,0.009,0.231,1.42066345617112e-14
"BOLA1",1.42609219588317e-18,-1.47404685351696,0.026,0.281,1.46873235254008e-14
"ABI3",1.62935535676196e-18,7.03061360945097,0.263,0.004,1.67807308192914e-14
"HCFC1R1",1.68043873109744e-18,-1.2170348545049,0.09,0.423,1.73068384915726e-14
"C1orf210",1.76262999170505e-18,-8.13191256710272,0,0.204,1.81533262845703e-14
"CGN",1.76262999170505e-18,-8.52540943905005,0,0.204,1.81533262845703e-14
"CNKSR1",1.76262999170505e-18,-8.16878542304654,0,0.204,1.81533262845703e-14
"GOLT1A",1.76262999170505e-18,-8.0026087944382,0,0.204,1.81533262845703e-14
"HOOK1",1.76262999170505e-18,-7.91234585498898,0,0.204,1.81533262845703e-14
"ARL4C",1.78982081194769e-18,3.17081365116267,0.494,0.231,1.84333645422492e-14
"CD99",1.85967969244553e-18,1.30204339170497,0.728,0.631,1.91528411524965e-14
"DEF8",1.90235861773293e-18,-1.5307567053969,0.04,0.315,1.95923914040315e-14
"CNIH1",2.24098648440996e-18,-0.652742876438298,0.116,0.492,2.30799198029382e-14
"DAAM1",2.27036750633753e-18,-1.76055564926586,0.043,0.319,2.33825149477702e-14
"CAPZA2",2.34916934192367e-18,-0.861070218109682,0.176,0.596,2.41940950524718e-14
"CYBRD1",2.3823838559456e-18,-5.04105950993703,0.003,0.212,2.45361713323838e-14
"HOMER3",2.5033480495959e-18,-3.86036699693522,0.003,0.212,2.57819815627881e-14
"EEF1E1",2.521979488693e-18,-1.15256796093549,0.055,0.35,2.59738667540492e-14
"GMPPA",2.53066521382427e-18,-2.27821308170213,0.017,0.254,2.60633210371761e-14
"FTL",2.56963745281914e-18,-1.10777869190001,0.983,0.988,2.64646961265843e-14
"DCAF7",2.64290424892741e-18,-1.10450555052228,0.069,0.381,2.72192708597034e-14
"AURKAIP1",2.74190041998763e-18,-1.03935595846623,0.275,0.723,2.82388324254526e-14
"EPN2",3.14613957379686e-18,-3.60278626479692,0.006,0.219,3.24020914705339e-14
"DCBLD2",3.24889996540654e-18,-3.33338997808515,0.006,0.219,3.3460420743722e-14
"ECE2",3.27510356067559e-18,-2.93883287076231,0.006,0.219,3.37302915713979e-14
